"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","564","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","869","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","459","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","803","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","583","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","577","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","622","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","652","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Intellectual property products","Dollars","81","millions","6","v62787590","4.1.16","715","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","41","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","31","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","40","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","40","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","35","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","36","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","39","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","49","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787591","4.1.17","48","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","1926","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","1869","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","2122","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","2802","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","3233","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","3221","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","3096","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","2992","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787592","4.1.18","3117","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","193","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","150","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","333","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","85","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","204","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","-47","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","159","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","195","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Investment in inventories","Dollars","81","millions","6","v62787593","4.1.19","299","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","159","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","155","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","394","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","69","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","187","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","-59","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","179","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","204","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787594","4.1.20","294","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","166","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","147","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","391","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","56","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","156","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","-79","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","170","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","201","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Non-farm","Dollars","81","millions","6","v62787595","4.1.21","308","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","-5","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","7","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","3","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","14","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","30","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","21","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","10","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","4","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Farm","Dollars","81","millions","6","v62787596","4.1.22","-15","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","15557","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","15142","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","15637","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","15654","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","16561","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","14540","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","15661","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","15292","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods and services","Dollars","81","millions","6","v62787597","4.1.23","16454","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","7447","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","7443","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","7580","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","7716","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","8490","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","7285","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","7888","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","7505","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other countries","Dollars","81","millions","6","v62787598","4.1.24","8167","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","5524","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","5316","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","5427","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","5501","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","6008","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","5248","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","5666","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","5262","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other countries","Dollars","81","millions","6","v62787599","4.1.25","5334","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","1923","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","2128","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","2154","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","2215","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","2483","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","2038","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","2224","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","2252","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other countries","Dollars","81","millions","6","v62787600","4.1.26","2847","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","8107","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","7699","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","8056","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","7936","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","8059","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","7251","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","7767","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","7796","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Exports to other provinces","Dollars","81","millions","6","v62787601","4.1.27","8291","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3763","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3476","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3661","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3520","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3525","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3283","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3461","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3338","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of goods to other provinces","Dollars","81","millions","6","v62787602","4.1.28","3439","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","4344","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","4222","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","4395","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","4416","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","4535","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","3967","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","4307","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","4467","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Exports of services to other provinces","Dollars","81","millions","6","v62787603","4.1.29","4865","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","26461","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","26411","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","27190","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","27574","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","28528","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","26926","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","29285","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","29149","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Less: imports of goods and services","Dollars","81","millions","6","v62787604","4.1.30","30301","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","13174","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","12557","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","13251","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","13356","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","13561","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","12647","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","14371","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","14654","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other countries","Dollars","81","millions","6","v62787605","4.1.31","15099","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","11386","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","10785","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","11514","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","11546","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","11723","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","11093","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","12667","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","12749","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other countries","Dollars","81","millions","6","v62787606","4.1.32","12706","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","1788","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","1775","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","1737","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","1810","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","1838","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","1561","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","1716","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","1914","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other countries","Dollars","81","millions","6","v62787607","4.1.33","2403","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","13291","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","13856","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","13939","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","14218","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","14970","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","14285","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","14930","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","14523","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Imports from other provinces","Dollars","81","millions","6","v62787608","4.1.34","15228","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","5280","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","5397","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","5391","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","5482","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","5955","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","6012","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","5995","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","5567","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of goods from other provinces","Dollars","81","millions","6","v62787609","4.1.35","5672","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","8013","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","8459","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","8548","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","8736","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","9010","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","8266","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","8937","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","8997","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Imports of services from other provinces","Dollars","81","millions","6","v62787610","4.1.36","9627","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","-8","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","26","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","2","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","10","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","8","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","3","","","","0"
