"REF_DATE","GEO","DGUID","Seasonal adjustment","Prices","North American Industry Classification System (NAICS)","Release","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","96928","","","","0"
"2023-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","97537","","","","0"
"2023-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","95764","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","95070","","","","0"
"2023-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","94764","","","","0"
"2023-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","95106","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","94106","","","","0"
"2023-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","96186","","","","0"
"2023-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","95222","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","95737","","","","0"
"2024-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","96184","","","","0"
"2024-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","94668","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","94859","","","","0"
"2024-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","96513","","","","0"
"2024-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","96657","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","97564","","","","0"
"2024-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","95757","","","","0"
"2024-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","95460","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","95886","","","","0"
"2024-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","94258","","","","0"
"2024-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","May 30, 2025","Dollars","81","millions","6","v1675434675","1.1.1.11.124","92864","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94017","","","","0"
"2020-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94626","","","","0"
"2020-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","92144","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","79818","","","","0"
"2020-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","84374","","","","0"
"2020-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","89488","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","92973","","","","0"
"2020-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","93057","","","","0"
"2020-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94137","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96009","","","","0"
"2020-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","97169","","","","0"
"2020-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96488","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","97226","","","","0"
"2021-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95378","","","","0"
"2021-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96506","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95428","","","","0"
"2021-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94768","","","","0"
"2021-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95996","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96161","","","","0"
"2021-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","97338","","","","0"
"2021-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96117","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","97717","","","","0"
"2021-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","97715","","","","0"
"2021-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","98994","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","99562","","","","0"
"2022-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","100794","","","","0"
"2022-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","101307","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","99610","","","","0"
"2022-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","98029","","","","0"
"2022-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","98486","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","98595","","","","0"
"2022-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","98679","","","","0"
"2022-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","98827","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","97994","","","","0"
"2022-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96425","","","","0"
"2022-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95696","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96282","","","","0"
"2023-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95886","","","","0"
"2023-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","97241","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96928","","","","0"
"2023-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","97537","","","","0"
"2023-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95764","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95070","","","","0"
"2023-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94764","","","","0"
"2023-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95106","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94106","","","","0"
"2023-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96186","","","","0"
"2023-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95222","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96062","","","","0"
"2024-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95545","","","","0"
"2024-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94070","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94766","","","","0"
"2024-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","96099","","","","0"
"2024-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95658","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","95060","","","","0"
"2024-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94983","","","","0"
"2024-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94105","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","94921","","","","0"
"2024-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","93825","","","","0"
"2024-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Non-durable manufacturing industries [T011]","April 30, 2025","Dollars","81","millions","6","v1670691711","1.1.1.11.123","93412","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","111092","","","","0"
"2020-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","113966","","","","0"
"2020-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","98797","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","73957","","","","0"
"2020-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","84951","","","","0"
"2020-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","100735","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","106153","","","","0"
"2020-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","109801","","","","0"
"2020-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","110167","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","108959","","","","0"
"2020-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","110588","","","","0"
"2020-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","111478","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","113489","","","","0"
"2021-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","111759","","","","0"
"2021-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","112840","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","109747","","","","0"
"2021-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","109370","","","","0"
"2021-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","111034","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","110055","","","","0"
"2021-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","110517","","","","0"
"2021-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","108285","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","111568","","","","0"
"2021-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","113401","","","","0"
"2021-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","113871","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","116207","","","","0"
"2022-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","115900","","","","0"
"2022-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","117338","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","116976","","","","0"
"2022-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","116821","","","","0"
"2022-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","118960","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","116764","","","","0"
"2022-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","116670","","","","0"
"2022-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","116926","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","115065","","","","0"
"2022-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","116143","","","","0"
"2022-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","115154","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","117366","","","","0"
"2023-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","119763","","","","0"
"2023-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","118465","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","117656","","","","0"
"2023-05","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","118423","","","","0"
"2023-06","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","118583","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","117280","","","","0"
"2023-08","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","118397","","","","0"
"2023-09","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","117642","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","117159","","","","0"
"2023-11","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","116267","","","","0"
"2023-12","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","115207","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","113507","","","","0"
"2024-02","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","113437","","","","0"
"2024-03","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","112146","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Chained (2017) dollars","Durable manufacturing industries [T012]","August 29, 2025","Dollars","81","millions","6","v1775496455","1.1.1.12.127","113293","","","","0"
