transaction_date,prod_code,store_label,stock_level,qty_sold,qty_ordered,forecasted_demand,unit_price,discount_percent,weather_type,promo_flag,competitor_price,season,revenue
2022-10-14,P0014,S082,478,172,314,167.57,28.27,10,Cloudy,0,31.62,Spring,4376.83
2022-02-10,P0027,S087,223,330,396,385.57,57.78,0,Cloudy,1,57.33,Winter,19069.01
2022-05-12,P0026,S095,151,213,380,176.52,56.41,5,Sunny,0,55.13,Summer,11413.97
2022-11-09,P0013,S032,221,493,645,569.09,31.57,5,Cloudy,0,25.44,Spring,14786.69
2022-08-19,P0008,S051,352,380,507,354.13,39.72,20,Snowy,0,41.08,Autumn,12074.74
2022-07-27,P0012,S096,385,183,240,168.33,27.87,0,Foggy,1,24.72,Autumn,5099.77
2022-07-18,P0029,S086,223,37,71,35.71,64.46,0,Foggy,1,65.8,Summer,2384.99
2022-05-03,P0024,S086,483,214,269,234.05,12.21,0,Cloudy,1,12.18,Summer,2611.91
2022-10-04,P0017,S073,367,231,393,260.02,45.07,5,Sunny,1,46.03,Summer,9890.36
2022-01-18,P0003,S036,161,366,529,452.3,61.57,15,Snowy,0,65.43,Spring,19154.4
2022-12-09,P0026,S055,213,334,350,424.43,47.11,0,Foggy,0,54.74,Summer,15734.73
2022-11-29,P0001,S024,453,455,576,544.74,51.55,20,Snowy,0,50.51,Winter,18763.75
2022-04-14,P0026,S009,403,308,461,378.54,24.75,5,Sunny,0,21.97,Winter,7240.85
2022-10-16,P0028,S054,288,353,485,343.17,31.3,0,Rainy,1,32.76,Autumn,11047.51
2022-10-25,P0019,S068,84,327,439,420.79,22.57,5,Foggy,0,23.59,Summer,7011.84
2022-02-22,P0008,S057,167,83,272,93.22,41.12,5,Sunny,0,42.93,Autumn,3241.98
2022-05-05,P0027,S025,181,328,522,371.17,66.75,0,Cloudy,0,72.47,Autumn,21894.48
2022-10-21,P0020,S028,413,34,97,39.94,28.9,0,Foggy,1,34.54,Autumn,982.58
2022-05-26,P0009,S006,386,1,70,1.27,53.18,0,Foggy,0,54.49,Summer,53.18
2022-10-18,P0027,S014,314,136,289,159.94,10.3,0,Cloudy,1,8.32,Winter,1400.67
2022-01-06,P0004,S014,414,179,361,192.57,85.26,5,Sunny,0,92.47,Spring,14499.28
2022-07-25,P0018,S034,138,21,175,21.8,49.93,5,Rainy,1,48.54,Autumn,996.04
2022-08-08,P0014,S072,329,445,488,407.13,70.71,5,Foggy,0,74.7,Winter,29892.84
2022-11-11,P0019,S025,226,278,428,338.53,39.94,20,Sunny,0,39.93,Autumn,8883.43
2022-12-31,P0027,S031,98,221,412,270.35,34.07,0,Rainy,0,39.19,Spring,7530.56
2022-10-14,P0013,S026,443,220,236,189.41,45.01,5,Snowy,0,53.25,Autumn,9406.12
2022-01-12,P0010,S051,163,57,194,70.41,18.01,10,Cloudy,1,18.39,Winter,923.71
2022-08-03,P0006,S100,473,499,616,622.48,97.57,20,Snowy,0,107.17,Summer,38950.4
2022-07-23,P0007,S057,385,9,32,9.23,39.8,5,Cloudy,1,33.56,Autumn,340.32
2022-09-04,P0005,S006,222,280,463,237.78,59.65,0,Sunny,0,69.5,Winter,16702.01
2022-01-29,P0026,S085,99,497,631,403.6,54.63,20,Cloudy,0,49.26,Winter,21719.91
2022-12-03,P0008,S043,229,329,512,345.08,49.84,25,Sunny,1,43.71,Autumn,12298.37
2022-05-03,P0012,S004,413,118,208,109.84,17.96,0,Cloudy,0,17.98,Autumn,2119.0
2022-03-11,P0007,S085,478,101,149,105.35,73.38,10,Cloudy,0,82.33,Spring,6670.69
2022-09-10,P0001,S039,161,22,193,26.14,97.24,10,Snowy,0,82.56,Autumn,1925.39
2022-11-07,P0007,S052,194,189,245,210.84,61.98,0,Sunny,0,70.28,Winter,11713.49
2022-03-04,P0006,S095,266,265,384,326.73,26.34,0,Rainy,1,24.86,Winter,6979.6
2022-01-05,P0028,S050,226,2,186,2.04,96.52,10,Sunny,1,109.21,Summer,173.73
2022-06-12,P0010,S033,122,401,462,328.3,36.21,0,Cloudy,0,29.78,Winter,14521.13
2022-11-23,P0003,S055,353,362,407,338.3,78.25,25,Rainy,1,67.58,Winter,21244.09
2022-04-08,P0008,S020,182,381,511,452.63,11.19,5,Snowy,0,8.98,Spring,4050.58
2022-08-13,P0010,S067,351,372,468,421.48,28.97,15,Foggy,1,28.57,Autumn,9159.16
2022-01-29,P0021,S020,396,163,336,132.04,59.48,0,Rainy,1,54.82,Autumn,9695.3
2022-06-13,P0025,S081,228,286,324,290.3,80.19,0,Cloudy,0,86.33,Summer,22934.71
2022-05-03,P0015,S006,414,34,177,37.63,66.81,25,Foggy,0,67.32,Winter,1703.77
2022-05-11,P0019,S021,54,5,143,5.43,12.85,5,Snowy,0,12.63,Spring,61.03
2022-04-23,P0006,S034,158,15,88,14.9,43.4,20,Cloudy,0,51.47,Summer,520.77
2022-01-16,P0001,S055,210,61,242,54.93,25.91,0,Sunny,0,25.63,Summer,1580.67
2022-02-07,P0001,S015,386,179,220,178.33,63.24,25,Sunny,1,52.88,Winter,8489.64
2022-06-19,P0029,S091,114,193,355,240.08,95.76,0,Cloudy,0,97.41,Spring,18481.2
2022-12-09,P0019,S009,210,263,436,318.45,94.21,5,Rainy,0,96.02,Winter,23537.41
2022-02-01,P0026,S018,388,105,181,114.2,74.62,5,Cloudy,1,62.13,Winter,7443.64
2022-07-23,P0015,S033,393,96,127,124.07,69.59,5,Rainy,0,74.54,Autumn,6346.84
2022-07-30,P0014,S055,108,288,301,327.19,91.94,5,Cloudy,0,101.76,Spring,25154.77
2022-07-04,P0029,S075,161,364,421,419.55,30.33,5,Foggy,1,25.63,Winter,10488.61
2022-10-31,P0020,S082,307,59,176,67.87,22.96,20,Cloudy,0,20.91,Winter,1083.48
2022-08-18,P0029,S048,426,350,429,349.83,27.88,10,Rainy,0,32.76,Autumn,8781.64
2022-04-17,P0011,S001,218,393,432,384.65,40.91,5,Snowy,1,34.09,Autumn,15274.4
2022-01-29,P0027,S095,180,422,569,482.61,26.3,25,Sunny,0,31.17,Autumn,8324.64
2022-03-03,P0007,S045,262,168,298,179.82,73.4,10,Foggy,1,61.61,Autumn,11098.27
2022-03-15,P0018,S046,153,424,594,500.63,68.73,0,Sunny,0,78.98,Spring,29143.19
2022-03-13,P0028,S024,481,286,403,301.36,73.63,5,Snowy,0,71.47,Autumn,20004.26
2022-08-29,P0015,S056,174,361,467,444.08,16.61,20,Snowy,1,15.58,Autumn,4797.93
2022-06-28,P0028,S033,291,493,655,450.95,18.13,0,Foggy,0,19.06,Autumn,8936.8
2022-09-26,P0021,S013,324,163,246,164.47,58.71,5,Snowy,1,59.87,Winter,9090.82
2022-09-11,P0001,S052,408,116,253,122.67,65.07,15,Rainy,1,76.76,Spring,6415.73
2022-06-19,P0005,S071,153,55,195,46.31,94.64,0,Cloudy,0,83.78,Autumn,5205.27
2022-09-16,P0003,S037,229,133,152,157.91,65.25,0,Foggy,1,58.99,Summer,8678.76
2022-05-11,P0025,S026,375,495,642,513.41,84.53,5,Foggy,0,100.61,Autumn,39751.05
2022-08-21,P0012,S081,91,150,323,163.2,20.43,0,Cloudy,0,18.46,Summer,3064.09
2022-03-08,P0025,S041,122,269,422,315.4,90.95,0,Snowy,0,82.89,Summer,24465.26
2022-10-29,P0003,S013,185,439,469,513.09,13.31,10,Sunny,0,12.34,Spring,5258.36
2022-10-16,P0029,S090,349,354,545,366.84,35.54,20,Snowy,1,34.48,Summer,10063.95
2022-02-26,P0021,S075,302,92,161,74.76,93.96,0,Rainy,1,111.73,Winter,8644.72
2022-09-19,P0005,S010,261,21,130,18.65,93.16,15,Sunny,0,90.4,Winter,1662.99
2022-05-30,P0030,S097,389,18,77,22.44,45.31,0,Sunny,0,53.57,Winter,815.5
2022-04-28,P0030,S063,184,28,43,36.35,57.16,10,Rainy,1,63.28,Autumn,1440.31
2022-07-08,P0005,S058,279,111,283,127.87,21.08,25,Cloudy,1,22.31,Spring,1754.57
2022-08-31,P0001,S052,165,27,205,22.01,36.5,0,Snowy,0,39.12,Summer,985.53
2022-06-25,P0008,S066,71,335,350,405.44,57.65,10,Cloudy,0,57.89,Summer,17382.9
2022-12-15,P0012,S077,481,36,133,32.54,39.19,0,Cloudy,0,40.72,Spring,1410.97
2022-06-03,P0029,S047,260,252,291,221.85,11.87,0,Cloudy,0,14.02,Spring,2990.38
2022-12-30,P0004,S085,315,174,363,143.36,26.22,10,Foggy,1,29.32,Autumn,4105.49
2022-12-04,P0030,S023,304,85,186,72.68,13.98,20,Sunny,0,15.6,Summer,950.32
2022-10-30,P0030,S098,487,31,129,33.39,65.79,10,Foggy,0,57.64,Summer,1835.56
2022-04-22,P0021,S094,486,71,120,57.26,38.75,0,Sunny,0,44.52,Autumn,2751.14
2022-12-31,P0013,S061,174,175,313,181.65,82.62,0,Snowy,0,76.35,Spring,14459.1
2022-09-26,P0008,S017,483,354,447,286.34,97.84,5,Sunny,0,100.62,Autumn,32903.06
2022-05-15,P0024,S025,409,232,299,206.27,22.46,0,Snowy,0,20.89,Spring,5211.82
2022-12-15,P0021,S003,382,62,191,72.89,19.12,20,Snowy,1,19.11,Autumn,948.36
2022-09-18,P0001,S037,458,349,404,447.96,86.73,20,Cloudy,0,100.22,Summer,24213.66
2022-03-08,P0023,S067,437,61,173,78.68,74.89,0,Snowy,1,81.27,Autumn,4568.04
2022-04-13,P0007,S065,449,113,267,140.09,90.58,5,Cloudy,0,77.03,Winter,9724.01
2022-09-30,P0005,S038,385,11,35,10.24,24.2,0,Rainy,1,20.5,Summer,266.19
2022-05-02,P0023,S071,416,363,409,440.64,96.47,20,Foggy,1,105.26,Spring,28014.25
2022-07-10,P0010,S049,79,7,134,8.71,90.78,20,Sunny,0,96.11,Autumn,508.39
2022-09-26,P0016,S071,437,351,432,318.55,49.26,10,Foggy,1,40.76,Spring,15561.62
2022-01-04,P0022,S095,316,318,324,412.21,16.51,15,Sunny,0,18.52,Spring,4461.49
2022-05-30,P0011,S085,455,175,329,192.41,87.47,20,Snowy,0,99.03,Autumn,12245.79
2022-11-03,P0017,S040,388,486,639,412.42,68.24,15,Foggy,1,62.96,Winter,28188.87
2022-12-07,P0020,S045,400,93,232,96.93,77.76,10,Foggy,0,83.31,Spring,6508.35
2022-09-21,P0008,S091,204,355,399,396.03,10.27,0,Snowy,1,10.45,Spring,3646.29
2022-06-20,P0003,S065,192,16,137,15.37,80.65,15,Rainy,1,78.55,Spring,1096.84
2022-10-12,P0003,S052,336,12,143,11.59,32.71,15,Cloudy,1,31.32,Winter,333.65
2022-11-21,P0006,S008,91,144,242,174.94,37.44,0,Snowy,0,34.0,Spring,5390.99
2022-06-10,P0025,S043,118,370,523,465.64,68.92,0,Sunny,1,80.88,Spring,25500.13
2022-07-19,P0017,S036,340,170,276,175.33,29.39,15,Cloudy,1,32.75,Winter,4247.48
2022-11-17,P0016,S091,226,465,583,398.34,49.75,20,Cloudy,0,43.82,Spring,18506.56
2022-03-04,P0026,S021,145,24,106,21.68,98.23,0,Sunny,1,96.25,Summer,2357.51
2022-11-15,P0023,S081,146,292,310,247.83,66.66,10,Rainy,1,66.03,Winter,17517.43
2022-05-15,P0018,S078,259,228,415,211.29,63.2,0,Rainy,1,65.18,Winter,14408.71
2022-09-16,P0005,S037,192,272,425,263.16,17.17,0,Foggy,0,19.65,Autumn,4670.74
2022-08-31,P0002,S054,452,12,96,14.47,61.63,10,Snowy,1,67.57,Autumn,665.56
2022-09-01,P0004,S077,264,27,44,29.85,36.25,0,Rainy,1,32.09,Winter,978.66
2022-08-01,P0023,S028,252,219,310,261.38,90.19,0,Cloudy,0,75.09,Spring,19751.28
2022-04-02,P0028,S052,403,466,623,406.32,61.04,15,Snowy,0,71.22,Autumn,24176.7
2022-07-07,P0029,S033,383,286,375,369.45,84.52,15,Cloudy,1,77.68,Autumn,20545.72
2022-03-23,P0012,S081,478,438,599,392.97,35.11,20,Snowy,0,39.49,Winter,12303.71
2022-10-31,P0009,S020,138,366,422,299.85,44.74,15,Sunny,0,49.13,Autumn,13919.51
2022-08-24,P0002,S001,167,319,377,407.78,45.43,10,Cloudy,0,36.48,Spring,13042.88
2022-03-26,P0028,S055,168,291,464,262.04,73.34,5,Cloudy,0,74.0,Summer,20275.7
2022-05-03,P0009,S050,238,150,237,128.55,41.8,0,Snowy,0,37.17,Autumn,6269.29
2022-09-13,P0009,S036,161,210,351,238.18,42.0,5,Snowy,0,47.16,Spring,8379.98
2022-05-21,P0014,S069,282,90,174,82.01,13.61,5,Snowy,1,15.58,Winter,1163.96
2022-05-01,P0011,S019,430,315,469,363.71,18.47,20,Foggy,0,18.85,Summer,4653.54
2022-04-04,P0002,S052,144,267,308,249.9,90.77,20,Cloudy,0,90.89,Spring,19387.71
2022-09-09,P0006,S064,381,307,386,355.12,83.19,0,Snowy,0,99.63,Autumn,25539.59
2022-12-13,P0002,S061,135,61,163,50.36,63.48,10,Sunny,0,68.91,Summer,3485.13
2022-10-28,P0011,S032,207,234,371,205.86,53.99,10,Cloudy,0,59.51,Spring,11370.85
2022-09-27,P0028,S018,485,411,418,351.11,97.38,25,Rainy,1,107.9,Winter,30016.43
2022-06-28,P0013,S086,170,407,466,410.85,97.52,15,Snowy,0,104.27,Summer,33737.87
2022-05-26,P0023,S060,218,207,230,165.89,95.43,20,Snowy,0,113.93,Autumn,15803.49
2022-07-30,P0021,S075,422,309,444,316.81,30.92,20,Sunny,1,35.8,Winter,7642.87
2022-07-24,P0012,S076,273,129,254,113.84,69.56,0,Sunny,0,68.82,Winter,8973.07
2022-04-30,P0001,S030,277,190,286,185.38,35.15,5,Foggy,0,35.59,Autumn,6343.75
2022-02-19,P0027,S079,137,443,625,515.58,65.17,5,Foggy,0,63.17,Autumn,27425.41
2022-07-15,P0022,S088,105,154,176,131.76,22.99,5,Rainy,1,23.01,Autumn,3362.83
2022-12-31,P0004,S029,478,360,411,318.11,62.62,0,Cloudy,1,74.41,Winter,22542.1
2022-12-13,P0017,S006,272,154,316,191.64,94.83,0,Foggy,0,83.01,Autumn,14604.58
2022-11-05,P0006,S053,63,497,611,599.76,36.72,10,Rainy,0,32.06,Spring,16424.08
2022-06-05,P0015,S078,160,439,440,551.55,37.0,5,Snowy,0,36.02,Winter,15431.78
2022-12-23,P0004,S066,386,304,459,348.94,57.76,0,Sunny,1,47.93,Autumn,17559.73
2022-04-24,P0008,S008,325,61,181,65.09,86.01,0,Cloudy,0,72.19,Spring,5246.53
2022-05-29,P0019,S097,471,21,155,23.33,28.52,0,Foggy,0,23.67,Summer,598.99
2022-09-07,P0021,S071,115,52,84,65.42,85.77,15,Cloudy,0,96.51,Spring,3790.98
2022-06-22,P0021,S059,425,76,253,86.55,25.74,0,Snowy,0,21.71,Winter,1956.61
2022-01-10,P0013,S019,356,125,321,107.96,90.03,0,Sunny,0,78.93,Autumn,11253.32
2022-02-09,P0030,S037,77,50,203,60.09,21.59,0,Sunny,0,22.04,Summer,1079.49
2022-11-26,P0023,S049,176,79,160,66.27,76.59,0,Sunny,1,68.64,Summer,6050.25
2022-02-25,P0008,S076,195,481,597,456.61,32.11,10,Cloudy,0,35.1,Autumn,13899.85
2022-06-27,P0004,S010,231,289,444,359.1,77.98,15,Sunny,0,63.16,Autumn,19156.73
2022-01-23,P0029,S085,337,225,317,290.8,57.94,0,Foggy,0,48.48,Spring,13036.26
2022-11-29,P0030,S099,108,256,260,216.71,97.83,0,Sunny,0,89.61,Spring,25045.09
2022-05-15,P0022,S053,106,381,444,492.91,73.41,20,Sunny,1,61.87,Summer,22374.24
2022-06-20,P0028,S020,244,171,306,167.04,85.4,10,Snowy,0,79.07,Autumn,13143.67
2022-03-22,P0018,S073,74,405,456,325.01,90.24,0,Snowy,1,74.02,Autumn,36545.59
2022-06-14,P0003,S081,146,452,591,418.15,36.61,0,Cloudy,0,39.61,Summer,16549.85
2022-01-10,P0010,S017,253,6,21,6.02,79.9,0,Foggy,0,71.86,Spring,479.4
2022-11-27,P0030,S077,377,182,229,169.14,70.4,0,Sunny,1,67.62,Summer,12813.63
2022-01-24,P0028,S061,127,332,359,313.63,76.2,0,Snowy,1,86.92,Spring,25297.14
2022-03-05,P0022,S001,170,211,219,205.91,30.88,0,Foggy,1,36.1,Winter,6515.28
2022-06-02,P0006,S030,281,150,166,141.29,33.34,15,Rainy,1,27.24,Winter,4250.28
2022-11-11,P0024,S075,155,476,485,506.88,70.87,20,Snowy,0,67.61,Winter,26988.53
2022-10-16,P0016,S095,422,489,673,416.19,87.16,5,Sunny,0,91.29,Autumn,40491.56
2022-12-09,P0002,S068,202,428,547,461.17,73.39,0,Snowy,1,65.94,Winter,31409.14
2022-04-30,P0024,S015,64,292,376,269.6,67.75,25,Cloudy,0,56.59,Spring,14837.03
2022-07-30,P0016,S012,77,454,636,582.35,28.27,5,Foggy,0,26.27,Autumn,12194.68
2022-10-09,P0017,S005,108,143,313,133.57,91.21,0,Rainy,0,90.45,Winter,13043.68
2022-04-01,P0012,S091,459,108,188,104.83,96.09,5,Cloudy,0,108.08,Summer,9859.08
2022-07-29,P0013,S019,292,247,383,197.6,38.87,10,Snowy,0,34.98,Summer,8640.81
2022-11-05,P0025,S066,370,471,532,449.78,36.78,10,Cloudy,0,43.74,Winter,15589.79
2022-10-05,P0019,S049,199,89,191,91.49,13.29,0,Foggy,0,15.86,Winter,1182.92
2022-06-08,P0022,S061,122,301,332,347.61,52.19,10,Foggy,1,52.28,Winter,14139.58
2022-01-06,P0014,S017,70,47,246,42.46,65.19,20,Sunny,0,53.21,Spring,2451.05
2022-08-15,P0003,S031,428,102,244,91.32,39.7,5,Cloudy,0,38.28,Autumn,3846.99
2022-03-23,P0004,S064,179,203,381,205.93,49.4,5,Cloudy,1,42.64,Spring,9527.51
2022-07-25,P0003,S080,53,283,287,338.23,26.77,0,Sunny,1,26.99,Winter,7574.87
2022-08-31,P0028,S033,186,177,287,217.25,93.19,0,Snowy,0,75.42,Winter,16493.8
2022-03-22,P0002,S048,112,269,438,302.15,12.85,20,Rainy,1,12.32,Autumn,2765.61
2022-06-12,P0018,S071,112,69,69,56.49,76.12,15,Cloudy,1,83.19,Autumn,4464.65
2022-10-27,P0003,S046,302,164,256,171.95,39.61,15,Foggy,0,37.6,Summer,5520.96
2022-03-06,P0009,S088,419,336,362,325.08,73.57,10,Foggy,1,77.52,Autumn,22246.16
2022-11-17,P0004,S097,433,309,393,297.89,78.31,0,Snowy,0,92.3,Autumn,24196.42
2022-07-18,P0007,S087,185,316,391,311.15,40.35,20,Rainy,0,32.4,Summer,10199.34
2022-02-16,P0012,S020,51,29,71,35.71,36.79,20,Cloudy,0,34.19,Autumn,853.63
2022-02-06,P0006,S073,211,306,477,283.56,38.52,0,Snowy,0,39.42,Spring,11786.61
2022-06-26,P0015,S025,133,247,371,308.6,54.83,5,Snowy,0,55.06,Autumn,12864.86
2022-12-07,P0006,S011,132,399,564,503.3,12.32,10,Foggy,0,12.34,Autumn,4424.26
2022-09-16,P0015,S084,491,2,157,2.21,38.22,5,Foggy,0,31.47,Winter,72.63
2022-03-21,P0019,S054,109,155,315,172.6,51.6,5,Rainy,0,58.54,Winter,7598.2
2022-01-01,P0010,S027,185,104,215,123.92,36.3,20,Rainy,0,31.74,Autumn,3019.78
2022-11-19,P0009,S027,247,403,424,360.29,76.98,0,Sunny,1,72.32,Spring,31023.93
2022-10-02,P0022,S012,257,13,89,12.9,18.92,15,Foggy,1,18.94,Winter,209.02
2022-06-26,P0015,S081,368,22,163,26.29,74.31,5,Cloudy,0,73.73,Summer,1553.04
2022-09-04,P0017,S022,149,418,507,428.14,79.06,10,Rainy,1,88.88,Autumn,29742.09
2022-08-17,P0005,S087,445,12,170,15.24,17.53,15,Foggy,0,16.36,Summer,178.82
2022-08-03,P0003,S071,187,222,229,243.22,13.78,0,Snowy,0,14.21,Spring,3058.99
2022-05-25,P0007,S033,163,244,408,271.1,10.9,10,Rainy,1,12.54,Winter,2393.23
2022-01-02,P0019,S085,78,219,416,251.47,47.55,15,Sunny,0,48.7,Spring,8851.84
2022-02-27,P0021,S027,240,278,322,338.81,55.9,10,Sunny,0,60.01,Summer,13985.56
2022-08-01,P0002,S058,396,16,163,16.01,50.76,0,Snowy,0,53.19,Spring,812.14
2022-06-28,P0026,S032,77,306,362,317.22,79.81,15,Rainy,1,82.47,Autumn,20758.37
2022-10-08,P0015,S091,100,237,262,256.08,86.75,15,Snowy,0,102.38,Winter,17476.48
2022-03-19,P0022,S060,411,241,340,210.82,27.07,10,Sunny,0,30.75,Spring,5871.37
2022-07-02,P0021,S066,445,317,335,407.16,20.1,0,Foggy,0,20.18,Autumn,6372.65
2022-12-12,P0019,S044,196,467,652,571.58,38.3,15,Sunny,0,33.33,Summer,15201.92
2022-10-18,P0015,S023,333,111,157,113.13,30.29,5,Cloudy,0,30.91,Summer,3193.89
2022-01-02,P0029,S042,192,59,219,63.66,62.98,10,Rainy,1,70.84,Spring,3344.46
2022-04-01,P0005,S062,476,103,266,94.76,58.09,0,Cloudy,0,65.08,Winter,5983.42
2022-08-14,P0016,S060,133,496,607,499.8,78.81,10,Snowy,1,84.66,Autumn,35179.97
2022-03-04,P0025,S043,438,455,625,522.37,81.64,0,Rainy,0,67.46,Winter,37145.76
2022-10-29,P0029,S012,78,360,517,463.02,34.4,0,Rainy,1,34.08,Autumn,12383.93
2022-05-24,P0024,S008,336,38,60,46.7,18.78,0,Sunny,0,15.97,Spring,713.76
2022-01-04,P0012,S036,106,153,296,179.13,99.36,10,Rainy,0,118.01,Autumn,13682.11
2022-06-10,P0021,S090,88,244,347,313.79,55.34,20,Foggy,0,53.74,Winter,10802.4
2022-04-30,P0004,S079,85,318,451,257.2,15.89,5,Sunny,0,16.67,Winter,4800.76
2022-04-18,P0013,S058,78,350,481,329.89,87.21,15,Foggy,1,70.71,Summer,25945.66
2022-06-17,P0018,S096,195,56,206,53.8,59.98,5,Snowy,0,48.25,Autumn,3191.16
2022-02-21,P0010,S049,497,14,187,14.05,20.03,0,Cloudy,0,21.5,Summer,280.37
2022-02-01,P0002,S041,107,126,300,163.17,61.89,20,Snowy,0,68.47,Autumn,6238.98
2022-09-13,P0010,S065,129,292,350,257.38,81.46,25,Foggy,1,91.2,Spring,17839.78
2022-02-28,P0029,S062,192,222,401,207.37,18.52,10,Rainy,0,17.24,Summer,3701.06
2022-04-14,P0025,S055,96,207,227,174.19,11.08,10,Snowy,0,11.75,Autumn,2064.22
2022-11-20,P0030,S093,104,243,345,222.37,35.03,0,Cloudy,0,39.87,Winter,8512.97
2022-12-02,P0015,S043,405,26,205,20.87,26.27,5,Rainy,1,27.57,Autumn,648.96
2022-09-03,P0012,S046,445,53,246,55.73,39.17,0,Sunny,0,33.11,Autumn,2075.81
2022-08-03,P0016,S081,180,472,482,600.25,71.06,0,Rainy,0,61.34,Winter,33539.59
2022-09-22,P0013,S027,465,348,488,285.22,82.9,25,Sunny,1,67.57,Spring,21635.68
2022-12-27,P0018,S061,353,82,138,68.08,23.11,0,Rainy,0,27.45,Autumn,1894.95
2022-04-18,P0030,S014,400,8,93,8.5,19.04,5,Snowy,0,15.83,Spring,144.7
2022-10-26,P0004,S019,438,22,46,19.0,55.54,10,Snowy,0,65.9,Summer,1099.67
2022-06-01,P0023,S046,408,58,188,62.35,53.67,15,Foggy,0,43.53,Summer,2646.15
2022-12-12,P0002,S093,128,7,206,7.1,66.22,0,Sunny,1,63.02,Autumn,463.52
2022-05-12,P0005,S079,171,475,600,417.69,68.18,10,Sunny,1,55.5,Spring,29147.58
2022-02-27,P0015,S073,52,1,180,1.15,69.23,20,Sunny,0,62.96,Spring,55.39
2022-08-28,P0016,S017,279,29,39,31.48,50.7,0,Rainy,0,50.03,Winter,1470.3
2022-02-11,P0006,S009,274,241,437,279.72,20.06,10,Cloudy,0,22.72,Spring,4351.46
2022-03-20,P0026,S082,104,473,483,600.5,88.73,10,Snowy,1,95.33,Spring,37770.67
2022-09-26,P0019,S044,394,134,165,115.64,30.96,0,Snowy,1,30.25,Summer,4148.87
2022-12-28,P0005,S074,121,220,381,261.17,29.0,0,Foggy,1,24.24,Spring,6379.6
2022-11-08,P0011,S047,236,196,349,177.8,68.65,5,Snowy,0,77.07,Summer,12782.52
2022-12-20,P0016,S050,497,466,481,474.0,65.98,0,Sunny,0,73.36,Winter,30744.8
2022-01-14,P0012,S081,378,251,351,280.96,31.81,0,Sunny,0,28.73,Winter,7984.43
2022-10-26,P0001,S053,129,393,539,361.44,60.82,0,Rainy,0,55.75,Spring,23901.46
2022-11-04,P0016,S081,334,467,519,426.09,80.31,0,Rainy,1,67.47,Summer,37506.26
2022-04-14,P0016,S001,404,257,339,301.32,57.62,5,Foggy,0,62.26,Spring,14068.11
2022-03-23,P0008,S005,134,16,101,15.59,84.95,15,Cloudy,0,91.69,Winter,1155.37
2022-01-02,P0018,S037,238,172,354,219.04,16.59,25,Rainy,1,15.06,Winter,2139.82
2022-09-06,P0020,S082,445,184,270,169.33,51.8,0,Snowy,0,43.79,Winter,9531.97
2022-08-18,P0013,S078,373,195,327,188.32,77.29,0,Rainy,1,85.35,Summer,15071.92
2022-12-26,P0012,S056,177,245,296,317.62,38.36,0,Sunny,0,37.44,Summer,9397.71
2022-05-12,P0022,S002,252,327,525,326.84,46.78,0,Rainy,0,51.34,Autumn,15295.51
2022-12-09,P0018,S037,71,160,341,198.74,38.54,0,Foggy,0,44.83,Winter,6165.88
2022-04-08,P0012,S072,434,411,458,353.59,35.34,0,Sunny,0,29.41,Summer,14524.12
2022-08-27,P0026,S056,320,118,163,148.76,32.25,0,Rainy,1,36.26,Summer,3805.12
2022-12-01,P0003,S031,61,448,642,532.24,91.93,15,Cloudy,0,89.25,Autumn,35007.32
2022-06-16,P0004,S091,290,115,124,107.61,12.44,20,Snowy,0,12.08,Autumn,1144.68
2022-09-02,P0021,S053,448,436,482,446.2,49.11,15,Rainy,0,49.59,Autumn,18198.37
2022-04-01,P0014,S059,159,361,404,323.61,35.81,0,Rainy,0,30.85,Summer,12927.75
2022-06-15,P0030,S043,287,264,461,263.71,28.83,5,Rainy,0,26.67,Summer,7230.95
2022-08-13,P0007,S051,209,106,131,111.36,57.22,0,Foggy,0,48.57,Spring,6065.03
2022-10-07,P0004,S083,88,299,346,247.71,96.83,0,Cloudy,1,107.62,Winter,28951.03
2022-04-10,P0003,S016,217,89,90,113.48,63.36,0,Cloudy,1,73.14,Summer,5638.99
2022-09-13,P0012,S008,72,133,276,169.15,64.98,0,Snowy,0,64.18,Summer,8641.92
2022-07-19,P0027,S044,404,153,166,160.94,43.01,5,Rainy,0,40.25,Autumn,6251.2
2022-04-27,P0002,S030,420,279,348,330.55,31.48,0,Rainy,0,30.53,Summer,8782.33
2022-10-07,P0021,S073,424,413,424,474.51,85.09,0,Cloudy,0,99.48,Autumn,35143.0
2022-07-12,P0008,S036,366,230,362,211.22,69.91,5,Sunny,0,78.02,Autumn,15275.72
2022-06-06,P0019,S099,372,269,329,332.52,62.23,10,Sunny,0,60.25,Summer,15065.38
2022-03-25,P0023,S059,483,355,412,426.63,56.79,5,Snowy,0,62.61,Winter,19152.53
2022-03-04,P0001,S060,487,499,523,588.25,30.25,0,Rainy,0,30.35,Autumn,15095.15
2022-04-28,P0026,S084,245,277,422,249.18,32.13,25,Cloudy,0,34.52,Summer,6675.33
2022-09-21,P0025,S052,67,151,193,153.23,22.94,5,Cloudy,0,22.37,Summer,3290.62
2022-05-09,P0001,S026,379,153,246,198.87,35.2,5,Rainy,0,41.21,Spring,5116.67
2022-06-08,P0021,S100,70,437,446,544.47,67.55,15,Cloudy,0,77.44,Autumn,25090.07
2022-06-11,P0030,S042,282,155,270,150.89,87.5,20,Snowy,1,99.33,Winter,10850.23
