transaction_date,store_id,product_id,inventory,units_sold,units_ordered,unit_net_price,store_region,store_city,store_cluster,store_size_sqft,category,subcategory,product_launch_date,unit_orig_price,promo_active,promo_price,promo_start_date,promo_end_date,holiday_name,is_holiday,cpi_monthly,gdp_monthly,population_monthly,unemployment_rate_monthly,avg_temperature_c,precipitation_mm,units_sold_lag_1,units_sold_lag_7,units_sold_lag_14,units_sold_lag_30,units_sold_rolling_mean_7,units_sold_rolling_std_7,units_sold_rolling_min_7,units_sold_rolling_max_7,units_sold_rolling_mean_14,units_sold_rolling_std_14,units_sold_rolling_min_14,units_sold_rolling_max_14,units_sold_rolling_mean_30,units_sold_rolling_std_30,units_sold_rolling_min_30,units_sold_rolling_max_30,units_sold_rolling_mean_90,units_sold_rolling_std_90,units_sold_rolling_min_90,units_sold_rolling_max_90,year,month,day,dayofweek,dayofyear,week,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,discount_pct,promo_duration,promo_intensity,days_to_holiday,days_from_holiday,holiday_type,is_pre_holiday,is_post_holiday,temp_category,precip_category,weather_severity,cpi_change,gdp_change,unemployment_trend,units_sold_x_unit_net_price,units_sold_x_inventory,unit_net_price_x_units_sold,unit_net_price_x_inventory,inventory_x_units_sold,inventory_x_unit_net_price,inventory_poly_2,units_sold_poly_2,units_ordered_poly_2,unit_net_price_poly_2,store_size_sqft_poly_2,unit_orig_price_poly_2,promo_price_poly_2,cpi_monthly_poly_2,gdp_monthly_poly_2,population_monthly_poly_2,unemployment_rate_monthly_poly_2,avg_temperature_c_poly_2,precipitation_mm_poly_2,units_sold_lag_1_poly_2,units_sold_lag_7_poly_2,units_sold_lag_14_poly_2,units_sold_lag_30_poly_2,units_sold_rolling_mean_7_poly_2,units_sold_rolling_std_7_poly_2,units_sold_rolling_min_7_poly_2,units_sold_rolling_max_7_poly_2,units_sold_rolling_mean_14_poly_2,units_sold_rolling_std_14_poly_2,units_sold_rolling_min_14_poly_2,units_sold_rolling_max_14_poly_2,units_sold_rolling_mean_30_poly_2,units_sold_rolling_std_30_poly_2,units_sold_rolling_min_30_poly_2,units_sold_rolling_max_30_poly_2,units_sold_rolling_mean_90_poly_2,units_sold_rolling_std_90_poly_2,units_sold_rolling_min_90_poly_2,units_sold_rolling_max_90_poly_2,year_poly_2,month_poly_2,day_poly_2,dayofweek_poly_2,dayofyear_poly_2,week_poly_2,quarter_poly_2,discount_pct_poly_2,promo_duration_poly_2,promo_intensity_poly_2,days_to_holiday_poly_2,days_from_holiday_poly_2,weather_severity_poly_2,cpi_change_poly_2,gdp_change_poly_2,unemployment_trend_poly_2,units_sold_x_unit_net_price_poly_2,units_sold_x_inventory_poly_2,unit_net_price_x_units_sold_poly_2,unit_net_price_x_inventory_poly_2,inventory_x_units_sold_poly_2,inventory_x_unit_net_price_poly_2
2022-07-01,S077,P0013,302,26,0,4.03,Quebec,Vancouver,Express,3082,Groceries,Cereal,2021-01-22,5.0,True,4.2,2022-06-22,2022-07-02,New Year's Day,False,148.6,2201010,7127.3,4.1,16.461940298507464,86.0125748502994,,,,,26.0,,26.0,26.0,26.0,,26.0,26.0,26.0,,26.0,26.0,26.0,,26.0,26.0,2022,7,1,4,182,26,3,False,True,False,True,False,False,False,19.399999999999995,10,1.9399999999999995,0,0,No Holiday,False,False,Mild,Very Heavy,0.6484215913398016,-0.0810142238713667,-0.012695396606666076,5.366666666666666,104.78,7852,104.78,1217.0600000000002,7852,1217.0600000000002,91204,676,0,16.240900000000003,9498724,25.0,17.64,22081.96,4844445020100,50798405.29,16.81,270.99547839162403,7398.1630323783575,,,,,676.0,,676.0,676.0,676.0,,676.0,676.0,676.0,,676.0,676.0,676.0,,676.0,676.0,4088484,49,1,16,33124,676,9,376.3599999999998,100,3.763599999999998,0,0,0.42045056011564064,0.006563304469479922,0.00016117309500054852,28.801111111111105,10978.8484,61653904,10978.8484,1481235.0436000004,61653904,1481235.0436000004
2022-11-23,S012,P0002,198,0,0,827.27,Alberta,Victoria,Mall,6592,Electronics,Laptop,2020-11-26,999.0,True,870.88,2022-11-10,2022-11-25,New Year's Day,False,161.6,2205410,3634.8,5.7,-8.053086419753086,18.270258620689653,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2022,11,23,2,327,47,4,False,False,False,False,False,False,False,17.19019019019019,15,2.5785285285285284,0,0,No Holiday,False,False,Very Cold,Heavy,0.15568424584452795,0.08748317631224767,0.0019990822395172803,5.733333333333334,0.0,0,0.0,163799.46,0,163799.46,39204,0,0,684375.6529,43454464,998001.0,758431.9744,26114.559999999998,4863833268100,13211771.040000001,32.49,64.85220088401158,333.80235006688457,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4088484,121,529,4,106929,2209,16,295.502638774911,225,6.648809372435498,0,0,0.02423758440417942,0.0076533061376798115,3.996329800353424e-06,32.87111111111112,0.0,0,0.0,26830263096.291595,0,26830263096.291595
2023-05-11,S086,P0007,252,0,0,70.85,Newfoundland,Ottawa,Outlet,1698,Furniture,Chair,2020-01-22,85.0,True,71.54,2023-04-27,2023-05-16,New Year's Day,False,158.5,2231269,458.9,10.2,5.1553191489361705,63.4388888888889,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2023,5,11,3,131,19,2,False,False,False,False,False,False,False,16.647058823529417,19,3.162941176470589,0,0,No Holiday,False,False,Cold,Very Heavy,0.4413931426244,-0.019183168316831645,0.011725257435125425,6.666666666666667,0.0,0,0.0,17854.199999999997,0,17854.199999999997,63504,0,0,5019.722499999999,2883204,7225.0,5117.971600000001,25122.25,4978561350361,210589.21,104.03999999999999,26.57731552738796,4024.492623456791,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4092529,25,121,9,17161,361,4,277.1245674740486,361,10.004196885813153,0,0,0.1948279063558439,0.00036799394667189344,0.00013748166191996405,44.44444444444445,0.0,0,0.0,318772457.63999987,0,318772457.63999987
2022-11-23,S012,P0005,266,4,0,24.25,Alberta,Victoria,Mall,6592,Clothing,Pants,2022-03-16,40.0,True,26.07,2022-11-19,2022-12-01,New Year's Day,False,161.6,2205410,3634.8,5.7,-8.053086419753086,18.270258620689653,,,,,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,2022,11,23,2,327,47,4,False,False,False,False,False,False,False,39.375,12,4.725,0,0,No Holiday,False,False,Very Cold,Heavy,0.15568424584452795,0.019558359621451027,-0.011589369098929825,7.2,97.0,1064,97.0,6450.5,1064,6450.5,70756,16,0,588.0625,43454464,1600.0,679.6449,26114.559999999998,4863833268100,13211771.040000001,32.49,64.85220088401158,333.80235006688457,,,,,16.0,,16.0,16.0,16.0,,16.0,16.0,16.0,,16.0,16.0,16.0,,16.0,16.0,4088484,121,529,4,106929,2209,16,1550.390625,144,22.325624999999995,0,0,0.02423758440417942,0.00038252943108200597,0.0001343134761112295,51.84,9409.0,1132096,9409.0,41608950.25,1132096,41608950.25
2023-08-01,S006,P0017,163,5,0,21.95,British Columbia,Toronto,Outlet,8385,Sports,Soccer Ball,2022-02-14,28.0,True,23.4,2023-07-23,2023-08-06,New Year's Day,False,152.6,2231565,4587.7,5.2,18.36132075471698,32.344162436548224,,,,,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,2023,8,1,1,213,31,3,False,True,False,False,False,False,False,21.60714285714286,14,3.0250000000000004,0,0,No Holiday,False,False,Mild,Very Heavy,0.5491376198037123,-0.05569306930693074,0.011859472841784457,7.033333333333334,109.75,815,109.75,3577.85,815,3577.85,26569,25,0,481.80249999999995,70308225,784.0,547.56,23286.76,4979882349225,21046991.29,27.040000000000003,337.1380998576006,1046.144843721817,,,,,25.0,,25.0,25.0,25.0,,25.0,25.0,25.0,,25.0,25.0,25.0,,25.0,25.0,4092529,64,1,1,45369,961,9,466.86862244897975,196,9.150625000000002,0,0,0.30155212548368654,0.003101717968826591,0.00014064709608502311,49.46777777777779,12045.0625,664225,12045.0625,12801010.622499999,664225,12801010.622499999
2022-07-25,S007,P0030,82,3,0,12.37,Nova Scotia,Halifax,Express,8721,Health,First Aid,2021-08-15,15.0,True,12.59,2022-07-13,2022-07-30,New Year's Day,False,156.7,2201010,854.6,6.4,18.706,59.57435897435898,,,,,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,2022,7,25,0,206,30,3,False,False,False,False,False,False,False,17.53333333333334,17,2.980666666666668,0,0,No Holiday,False,False,Mild,Very Heavy,0.617374611715361,0.026867627785059023,-0.013692184632757676,5.766666666666667,37.11,246,37.11,1014.3399999999999,246,1014.3399999999999,6724,9,0,153.0169,76055841,225.0,158.50809999999998,24554.889999999996,4844445020100,730341.16,40.96000000000001,349.91443599999997,3549.104247205786,,,,,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,4088484,49,625,0,42436,900,9,307.417777777778,289,8.884373777777785,0,0,0.3811514111906928,0.0007218694227964757,0.00018747592001752545,33.254444444444445,1377.1521,60516,1377.1521,1028885.6355999998,60516,1028885.6355999998
2022-10-28,S004,P0022,305,1,0,166.03,Nova Scotia,Quebec City,Outlet,3731,Home,Vacuum,2021-03-31,200.0,True,169.98,2022-10-19,2022-10-31,New Year's Day,False,157.1,2206747,859.5,6.8,11.726,97.70769230769233,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2022,10,28,4,301,43,4,False,False,False,False,False,False,False,16.985,12,2.0382,0,0,No Holiday,True,False,Mild,Very Heavy,0.6110512587156426,0.002552648372686761,0.0026065306382070386,6.133333333333334,166.03,305,166.03,50639.15,305,50639.15,93025,1,0,27565.960900000002,13920361,40000.0,28893.200399999998,24680.41,4869732322009,738740.25,46.239999999999995,137.49907600000003,9546.793136094679,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,4088484,100,784,16,90601,1849,16,288.49022499999995,144,4.154259239999999,0,0,0.37338364077797115,6.5160137145803696e-06,6.794001967911992e-06,37.61777777777778,27565.960900000002,93025,27565.960900000002,2564323512.7225003,93025,2564323512.7225003
2023-07-04,S065,P0006,292,2,0,34.82,Newfoundland,Quebec City,Outlet,4343,Clothing,Dress,2020-10-03,60.0,True,36.53,2023-07-01,2023-07-09,Good Friday,True,159.8,2228857,460.1,9.0,18.238297872340425,110.22820512820512,,,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2023,7,4,1,185,27,3,False,False,False,False,False,False,False,41.96666666666667,8,3.3573333333333335,0,0,Good Friday,False,False,Mild,Very Heavy,0.7291709308413457,0.017186505410566655,0.010019272712277427,7.400000000000001,69.64,584,69.64,10167.44,584,10167.44,85264,4,0,1212.4324,18861649,3600.0,1334.4409,25536.040000000005,4967803526449,211692.01,81.0,332.63550928021726,12150.257205785665,,,,,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4092529,49,16,1,34225,729,9,1761.2011111111112,64,11.271687111111111,0,0,0.5316902463840345,0.0002953759682274369,0.00010038582568298708,54.76000000000002,4849.7296,341056,4849.7296,103376836.1536,341056,103376836.1536
2023-04-01,S042,P0006,146,2,0,46.2,British Columbia,Calgary,Compact,8679,Clothing,Dress,2020-10-03,60.0,True,47.62,2023-03-31,2023-04-10,Good Friday,False,150.4,2229312,4531.9,5.1,6.763255813953488,100.20358974358976,,,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2023,4,1,5,91,13,2,True,True,False,True,False,False,False,22.999999999999996,10,2.3,0,0,No Holiday,False,True,Cold,Very Heavy,0.5491216439704378,-0.05882352941176472,0.00020414050789252514,6.966666666666666,92.4,292,92.4,6745.200000000001,292,6745.200000000001,21316,4,0,2134.44,75325041,3600.0,2267.6643999999997,22620.160000000003,4969831993344,20538117.609999996,26.009999999999998,45.74162920497565,10040.759397501646,,,,,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4092529,16,1,25,8281,169,4,528.9999999999999,100,5.289999999999999,0,0,0.30153457987679627,0.003460207612456749,4.167334696261812e-08,48.53444444444443,8537.76,85264,8537.76,45497723.04000001,85264,45497723.04000001
2022-12-12,S008,P0008,347,1,0,89.45,British Columbia,Winnipeg,Superstore,9755,Furniture,Table,2021-04-19,150.0,True,91.46,2022-12-02,2022-12-13,Good Friday,False,147.1,2198020,4480.7,4.2,-3.84218009478673,131.63384615384615,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2022,12,12,0,346,50,4,False,False,False,False,False,False,False,40.36666666666667,11,4.440333333333333,0,0,No Holiday,False,False,Very Cold,Very Heavy,0.47766368686480243,-0.02194148936170215,-0.014036617575287846,6.1000000000000005,89.45,347,89.45,31039.15,347,31039.15,120409,1,0,8001.302500000001,95160025,22500.0,8364.931599999998,21638.41,4831291920400,20076672.49,17.64,14.762347880775366,17327.469453254438,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,4088484,144,144,0,119716,2500,16,1629.4677777777779,121,19.71656011111111,0,0,0.22816259774927602,0.0004814289554096886,0.00019702663295487966,37.21000000000001,8001.302500000001,120409,8001.302500000001,963428832.7225001,120409,963428832.7225001
2023-10-19,S093,P0030,269,2,0,11.76,Newfoundland,Victoria,Express,3539,Health,First Aid,2021-08-15,15.0,True,12.12,2023-10-10,2023-10-22,Good Friday,False,160.2,2234639,461.7,10.1,8.172340425531916,122.9921052631579,,,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2023,10,19,3,292,42,4,False,False,False,False,False,False,False,21.6,12,2.5920000000000005,0,0,No Holiday,True,False,Cold,Very Heavy,0.6215272342207743,0.08905506458191703,0.016659993994595057,6.466666666666666,23.52,538,23.52,3163.44,538,3163.44,72361,4,0,138.2976,12524521,225.0,146.8944,25664.039999999997,4993611460321,213166.88999999998,102.00999999999999,66.78714803078317,15127.057957063713,,,,,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4092529,100,361,9,85264,1764,16,466.56000000000006,144,6.718464000000003,0,0,0.3862961028781252,0.007930804527689413,0.00027755539989994337,41.81777777777777,553.1904,289444,553.1904,10007352.6336,289444,10007352.6336
2023-01-01,S090,P0003,363,2,0,311.62,Alberta,Edmonton,Superstore,2062,Electronics,Tablet,2022-05-21,399.0,True,314.72,2023-01-01,2023-01-18,New Year's Day,True,160.5,2219088,3657.9,6.0,-7.435918367346939,7.64595744680851,,,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2023,1,1,6,1,52,1,True,True,False,True,False,True,False,21.899749373433583,17,3.722957393483709,0,0,New Year's Day,False,False,Very Cold,Moderate,0.1393222309999154,0.0018726591760300781,-0.006959065871489756,6.766666666666666,623.24,726,623.24,113118.06,726,113118.06,131769,4,0,97107.02440000001,4251844,159201.0,99048.67840000002,25760.25,4924351551744,13380232.41,36.0,55.29288196584756,58.460665278406516,,,,,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4092529,1,1,36,1,2704,1,479.5990226192046,289,13.860411753695011,0,0,0.019410684050793787,3.506852389569651e-06,4.8428597803733474e-05,45.78777777777776,388428.09760000004,527076,388428.09760000004,12795695498.163599,527076,12795695498.163599
2023-02-20,S041,P0017,379,1,0,20.84,Ontario,Edmonton,Mall,8996,Sports,Soccer Ball,2022-02-14,28.0,True,21.53,2023-02-14,2023-03-03,New Year's Day,False,156.4,2223989,12752.8,5.1,-7.667901234567902,46.48376623376623,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2023,2,20,0,51,8,1,False,False,False,False,False,False,False,25.571428571428573,17,4.347142857142857,0,0,No Holiday,False,True,Very Cold,Very Heavy,0.22676841998385683,-0.0255451713395638,0.0022085649600196433,7.066666666666666,20.84,379,20.84,7898.36,379,7898.36,143641,1,0,434.30559999999997,80928016,784.0,463.5409,24460.960000000003,4946127072121,162633907.83999997,26.009999999999998,58.79670934308795,2160.740523275426,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,4092529,4,400,0,2601,64,1,653.8979591836735,289,18.897651020408162,0,0,0.051423916301974876,0.0006525557787676717,4.8777591826265686e-06,49.937777777777775,434.30559999999997,143641,434.30559999999997,62384090.6896,143641,62384090.6896
2023-04-18,S063,P0004,169,4,0,15.94,Nova Scotia,Halifax,Mall,2664,Clothing,Shirt,2022-02-08,25.0,True,16.33,2023-04-04,2023-04-21,New Year's Day,False,159.3,2229312,871.3,6.5,4.918367346938775,37.47631578947368,,,,,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,2023,4,18,1,108,16,2,False,False,False,False,False,False,False,36.24,17,6.1608,0,0,No Holiday,False,False,Cold,Very Heavy,0.3775843956874263,0.018542199488491118,0.0023934470898911986,5.866666666666666,63.76,676,63.76,2693.86,676,2693.86,28561,16,0,254.0836,7096896,625.0,266.66889999999995,25376.490000000005,4969831993344,759163.69,42.25,24.190337359433567,1404.4742451523543,,,,,16.0,,16.0,16.0,16.0,,16.0,16.0,16.0,,16.0,16.0,16.0,,16.0,16.0,4092529,16,324,1,11664,256,4,1313.3376,289,37.95545664,0,0,0.14256997586663891,0.00034381316187100027,5.728588972108647e-06,34.41777777777777,4065.3376,456976,4065.3376,7256881.699600001,456976,7256881.699600001
2023-10-19,S093,P0025,394,3,0,13.44,Newfoundland,Victoria,Express,3539,Beauty,Lipstick,2022-12-12,18.0,True,13.79,2023-10-12,2023-10-20,New Year's Day,False,160.2,2234639,461.7,10.1,8.172340425531916,122.9921052631579,,,,,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,2023,10,19,3,292,42,4,False,False,False,False,False,False,False,25.333333333333336,8,2.026666666666667,0,0,No Holiday,True,False,Cold,Very Heavy,0.6215272342207743,0.005649717514124131,0.0023895264547986184,7.233333333333332,40.32,1182,40.32,5295.36,1182,5295.36,155236,9,0,180.63359999999997,12524521,324.0,190.1641,25664.039999999997,4993611460321,213166.88999999998,102.00999999999999,66.78714803078317,15127.057957063713,,,,,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,4092529,100,361,9,85264,1764,16,641.7777777777779,64,4.107377777777779,0,0,0.3862961028781252,3.191930798940095e-05,5.709836678182454e-06,52.32111111111109,1625.7024000000001,1397124,1625.7024000000001,28040837.5296,1397124,28040837.5296
2023-01-01,S089,P0029,229,2,0,8.12,Manitoba,Edmonton,Compact,5491,Health,Pain Relief,2021-10-09,12.0,True,8.22,2022-12-18,2023-01-06,New Year's Day,True,156.2,2219088,1091.1,4.6,-14.855555555555556,7.526153846153846,,,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2023,1,1,6,1,52,1,True,True,False,True,False,True,False,32.33333333333334,19,6.143333333333334,0,0,New Year's Day,False,False,Very Cold,Moderate,0.03774764423705791,-0.024968789013732784,-0.006959065871489756,7.0666666666666655,16.24,458,16.24,1859.4799999999998,458,1859.4799999999998,52441,4,0,65.93439999999998,30151081,144.0,67.56840000000001,24398.439999999995,4924351551744,1190499.2099999997,21.159999999999997,220.68753086419756,56.642991715976336,,,,,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4092529,1,1,36,1,2704,1,1045.444444444445,361,37.74054444444446,0,0,0.0014248846454474914,0.000623440424812303,4.8428597803733474e-05,49.93777777777776,263.73759999999993,209764,263.73759999999993,3457665.8703999994,209764,3457665.8703999994
2023-02-20,S041,P0011,210,4,0,22.01,Ontario,Edmonton,Mall,8996,Toys,Board Game,2022-04-11,35.0,True,22.76,2023-02-11,2023-02-20,New Year's Day,False,156.4,2223989,12752.8,5.1,-7.667901234567902,46.48376623376623,,,,,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,2023,2,20,0,51,8,1,False,False,False,False,False,False,False,37.114285714285714,9,3.3402857142857143,0,0,No Holiday,False,True,Very Cold,Very Heavy,0.22676841998385683,0.001280409731114096,0.0022085649600196433,6.599999999999999,88.04,840,88.04,4622.1,840,4622.1,44100,16,0,484.4401000000001,80928016,1225.0,518.0176,24460.960000000003,4946127072121,162633907.83999997,26.009999999999998,58.79670934308795,2160.740523275426,,,,,16.0,,16.0,16.0,16.0,,16.0,16.0,16.0,,16.0,16.0,16.0,,16.0,16.0,4092529,4,400,0,2601,64,1,1377.4702040816326,81,11.157508653061225,0,0,0.051423916301974876,1.6394490795316718e-06,4.8777591826265686e-06,43.55999999999998,7751.041600000001,705600,7751.041600000001,21363808.410000004,705600,21363808.410000004
2022-12-12,S008,P0015,362,22,0,2.06,British Columbia,Winnipeg,Superstore,9755,Groceries,Bread,2021-07-18,2.5,True,2.15,2022-12-03,2022-12-18,New Year's Day,False,147.1,2198020,4480.7,4.2,-3.84218009478673,131.63384615384615,,,,,22.0,,22.0,22.0,22.0,,22.0,22.0,22.0,,22.0,22.0,22.0,,22.0,22.0,2022,12,12,0,346,50,4,False,False,False,False,False,False,False,17.599999999999998,15,2.6399999999999992,0,0,No Holiday,False,False,Very Cold,Very Heavy,0.47766368686480243,-0.059462915601023125,-0.011676766386884085,4.633333333333333,45.32,7964,45.32,745.72,7964,745.72,131044,484,0,4.2436,95160025,6.25,4.6225,21638.41,4831291920400,20076672.49,17.64,14.762347880775366,17327.469453254438,,,,,484.0,,484.0,484.0,484.0,,484.0,484.0,484.0,,484.0,484.0,484.0,,484.0,484.0,4088484,144,144,0,119716,2500,16,309.75999999999993,225,6.969599999999996,0,0,0.22816259774927602,0.0035358383317743995,0.00013634687325386603,21.467777777777773,2053.9024,63425296,2053.9024,556098.3184,63425296,556098.3184
2022-07-25,S008,P0015,408,15,331,1.76,British Columbia,Winnipeg,Superstore,9755,Groceries,Bread,2021-07-18,2.5,True,1.82,2022-07-17,2022-08-02,New Year's Day,False,147.6,2201010,4447.8,4.6,18.331050228310502,39.997,22.0,,,,18.5,4.949747468305833,15.0,22.0,18.5,4.949747468305833,15.0,22.0,18.5,4.949747468305833,15.0,22.0,18.5,4.949747468305833,15.0,22.0,2022,7,25,0,206,30,3,False,False,False,False,False,False,False,29.599999999999998,16,4.736,0,0,No Holiday,False,False,Mild,Very Heavy,0.5665793497733668,0.003399048266485405,0.0013603151927643609,4.633333333333333,26.4,6120,26.4,718.08,6120,718.08,166464,225,109561,3.0976,95160025,6.25,3.3124000000000002,21785.76,4844445020100,19782924.84,21.159999999999997,336.02740247284254,1599.760009,484.0,,,,342.25,24.5,225.0,484.0,342.25,24.5,225.0,484.0,342.25,24.5,225.0,484.0,342.25,24.5,225.0,484.0,4088484,49,625,0,42436,900,9,876.1599999999999,256,22.429695999999996,0,0,0.3210121595896111,1.1553529117897437e-05,1.8504574236655402e-06,21.467777777777773,696.9599999999999,37454400,696.9599999999999,515638.8864000001,37454400,515638.8864000001
2023-05-27,S051,P0012,249,7,0,9.62,Newfoundland,Quebec City,Outlet,7971,Toys,Puzzle,2021-10-08,15.0,True,9.88,2023-05-15,2023-05-30,New Year's Day,False,158.5,2231269,458.9,10.2,5.1553191489361705,63.4388888888889,22.0,,,,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,7.0,4.949747468305833,7.0,7.0,2023,5,27,5,147,21,2,True,False,False,False,False,False,False,35.866666666666674,15,5.380000000000001,0,0,No Holiday,False,False,Cold,Very Heavy,0.4413931426244,0.07384823848238486,0.013747779428535,6.333333333333333,67.33999999999999,1743,67.33999999999999,2395.3799999999997,1743,2395.3799999999997,62001,49,0,92.54439999999998,63536841,225.0,97.61440000000002,25122.25,4978561350361,210589.21,104.03999999999999,26.57731552738796,4024.492623456791,484.0,,,,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,49.0,24.5,49.0,49.0,4092529,25,729,25,21609,441,4,1286.4177777777784,225,28.94440000000001,0,0,0.1948279063558439,0.005453562326951189,0.00018900143921565015,40.11111111111111,4534.675599999999,3038049,4534.675599999999,5737845.344399998,3038049,5737845.344399998
2023-04-01,S041,P0028,264,1,0,17.03,Ontario,Edmonton,Mall,8996,Health,Vitamins,2020-03-05,22.0,True,17.41,2023-03-26,2023-04-11,New Year's Day,False,157.9,2229312,12819.1,5.0,4.601226993865031,85.26233766233766,22.0,,,,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,1.0,4.949747468305833,1.0,1.0,2023,4,1,5,91,13,2,True,True,False,True,False,False,False,22.590909090909086,16,3.614545454545454,0,0,No Holiday,False,False,Cold,Very Heavy,0.4847452488872952,-0.003785488958990446,-0.0008770793660468623,6.599999999999999,17.03,264,17.03,4495.92,264,4495.92,69696,1,0,290.02090000000004,80928016,484.0,303.1081,24932.410000000003,4969831993344,164329324.81,25.0,21.171289849072227,7269.666223646483,484.0,,,,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,1.0,24.5,1.0,1.0,4092529,16,1,25,8281,169,4,510.3491735537188,256,13.064938842975202,0,0,0.23497795631880578,1.4329926658638572e-05,7.692682143451659e-07,43.55999999999998,290.02090000000004,69696,290.02090000000004,20213296.6464,69696,20213296.6464
2022-12-12,S009,P0008,99,0,0,88.91,Alberta,Edmonton,Outlet,2678,Furniture,Table,2021-04-19,150.0,True,91.46,2022-12-02,2022-12-13,New Year's Day,False,160.8,2198020,3644.0,5.7,-16.334297520661156,17.213852813852814,22.0,,,,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,0.0,4.949747468305833,0.0,0.0,2022,12,12,0,346,50,4,False,False,False,False,False,False,False,40.72666666666667,11,4.479933333333333,0,0,No Holiday,False,False,Very Cold,Heavy,0.040161992664571364,0.018366054464851178,-0.014036617575287846,6.966666666666666,0.0,0,0.0,8802.09,0,8802.09,9801,0,0,7904.9881,7171684,22500.0,8364.931599999998,25856.640000000003,4831291920400,13278736.0,32.49,266.8092754934772,296.31672869698843,484.0,,,,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,4088484,144,144,0,119716,2500,16,1658.6613777777777,121,20.069802671111113,0,0,0.001612985654789084,0.0003373119566058799,0.00019702663295487966,48.53444444444443,0.0,0,0.0,77476788.3681,0,77476788.3681
